model,model_id,split,problem_idx,variant,original_answer,predicted_answer,is_correct_exact,input_tokens,output_tokens,error
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,15,node_deletion,117,401,False,166,1197,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,15,edge_deletion,117,401,False,160,1217,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,16,node_deletion,279,495,False,172,1332,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,17,original,504,504,True,171,967,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,16,edge_deletion,279,3735,False,173,1002,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,18,original,821,16,False,221,924,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,16,original,279,-873,False,171,1673,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,17,node_deletion,504,288,False,161,1469,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,18,node_deletion,821,21,False,221,1072,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,17,edge_deletion,504,2rs,False,152,1566,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,18,edge_deletion,821,37,False,221,1486,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,19,edge_deletion,77,164,False,187,1414,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,21,node_deletion,81,9! \cdot 6!,False,267,886,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,21,original,81,53,False,332,1129,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,20,original,62,35,False,190,1396,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,19,node_deletion,77,14,False,199,1580,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,19,original,77,21+20=41,False,193,1994,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,22,original,16,764,False,212,778,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,20,edge_deletion,62,87,False,188,1172,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,21,edge_deletion,81,362880,False,277,904,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,20,node_deletion,62,35,False,175,1549,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,22,edge_deletion,16,150,False,182,511,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,22,node_deletion,16,540,False,188,1045,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,24,original,204,129,False,177,985,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,24,node_deletion,204,8,False,174,1046,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,23,node_deletion,510,5625+3 = 5628,False,193,1518,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,23,original,510,112,False,205,1385,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,25,original,60,8+7+151=166,False,222,1208,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,24,edge_deletion,204,\frac{437}{3},False,173,953,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,23,edge_deletion,510,1878,False,194,1519,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,25,node_deletion,60,134,False,210,1262,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,25,edge_deletion,60,20+7+5=32,False,212,1235,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,28,original,49,49,True,136,905,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,28,edge_deletion,49,49,False,133,936,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,28,node_deletion,49,11,False,146,1094,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,26,node_deletion,735,721,False,171,1485,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,26,original,735,270,False,168,1601,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,26,edge_deletion,735,43,False,169,1642,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,29,original,82,90,False,360,1190,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,27,edge_deletion,468,315,False,184,1553,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,27,node_deletion,468,700,False,184,1625,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,27,original,468,1140,False,196,1793,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,29,edge_deletion,82,638,False,147,1016,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME25,29,node_deletion,82,732,False,157,944,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,0,original,204,204,True,235,1284,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,0,node_deletion,204,240,False,233,1262,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,1,edge_deletion,113,2,False,157,847,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,1,original,113,7,False,204,1370,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,0,edge_deletion,204,240,False,235,1600,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,2,original,23,11,False,271,1465,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,1,node_deletion,113,14,False,188,1145,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,3,original,321,321,True,153,1114,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,2,node_deletion,23,11,False,281,1581,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,5,node_deletion,211,12,False,184,601,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,2,edge_deletion,23,11,False,265,1446,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,3,node_deletion,321,327,False,152,1487,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,6,original,315,15,False,261,596,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,3,edge_deletion,321,671,False,167,1406,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,4,edge_deletion,371,73,False,169,896,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,4,original,371,73,False,178,1389,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,4,node_deletion,371,73,False,168,1322,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,5,original,211,13,False,233,1415,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,5,edge_deletion,211,6,False,187,1068,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,7,original,236,236,True,177,869,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,6,node_deletion,315,\frac{n(n-2)}{8},False,136,864,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,6,edge_deletion,315,720300,False,145,823,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,7,node_deletion,236,241,False,162,957,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,8,original,45,45,True,222,1268,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,9,original,33,33,True,239,1293,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,7,edge_deletion,236,15,False,181,1497,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,8,node_deletion,45,90,False,160,1264,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,8,edge_deletion,45,1,False,182,1213,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,9,node_deletion,33,27,False,239,1412,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,10,original,80,120,False,157,1054,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,11,original,55,55,True,162,875,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,10,node_deletion,80,100,False,152,920,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,9,edge_deletion,33,29,False,239,1762,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,10,edge_deletion,80,70/\sqrt{3},False,149,946,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,11,node_deletion,55,15,False,152,1091,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,11,edge_deletion,55,15,False,153,1179,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,12,original,104,87,False,173,1234,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,12,edge_deletion,104,\frac{1125}{17},False,159,882,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,12,node_deletion,104,24,False,168,1362,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,14,original,127,167,False,474,1168,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,14,node_deletion,127,14,False,248,1290,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,15,node_deletion,902,2^{25},False,173,693,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,13,node_deletion,699,1000,False,172,1309,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,13,original,699,966,False,171,1736,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,14,edge_deletion,127,14,False,254,1238,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,13,edge_deletion,699,96,False,178,1602,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,16,original,385,9,False,182,1511,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,15,original,902,1632,False,197,1871,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,15,edge_deletion,902,59049,False,178,1566,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,17,edge_deletion,110,4,False,159,904,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,17,node_deletion,110,7,False,165,1181,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,16,node_deletion,385,9,False,174,1480,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,16,edge_deletion,385,3,False,160,1434,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,18,original,721,317,False,190,1162,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,19,original,25,25,True,147,903,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,18,node_deletion,721,871,False,189,1220,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,20,node_deletion,809,506,False,168,798,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,18,edge_deletion,721,21,False,194,1405,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,17,original,110,78,False,165,2137,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,19,node_deletion,25,e^{\frac{4}{5}},False,140,1272,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,21,original,116,116,True,223,763,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,20,edge_deletion,809,506,False,195,748,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,19,edge_deletion,25,e^{5},False,145,1782,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,20,original,809,809,True,201,1472,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,21,node_deletion,116,26,False,216,1105,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,23,edge_deletion,294,12868,False,150,466,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,21,edge_deletion,116,26,False,222,1038,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,22,original,104,112,False,240,1138,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,23,node_deletion,294,2,False,148,859,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,22,node_deletion,104,21,False,219,1193,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,23,original,294,810,False,156,1062,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,24,original,540,540,True,142,849,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,22,edge_deletion,104,41,False,234,1304,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,24,node_deletion,540,310,False,137,1383,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,25,edge_deletion,197,36,False,189,725,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,24,edge_deletion,540,4|\alpha| + \frac{1}{4}|\beta|,False,147,1508,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,25,node_deletion,197,45,False,187,1104,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,26,original,480,80,False,178,1547,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,25,original,197,134,False,192,1391,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,26,edge_deletion,480,4p,False,190,1561,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,27,original,73,54,False,202,1669,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,27,node_deletion,73,28,False,190,1916,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,26,node_deletion,480,4a^2,False,182,1917,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,27,edge_deletion,73,28,False,196,1430,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,28,node_deletion,468,432,False,145,1228,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,29,original,601,601,True,173,1670,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,28,original,468,399,False,150,1397,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,29,node_deletion,601,601,False,172,1215,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,28,edge_deletion,468,312,False,139,1236,
llama4-mav,us.meta.llama4-maverick-17b-instruct-v1:0,AIME24,29,edge_deletion,601,601,False,177,1709,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,3,original,336,312,False,734,532,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,0,node_deletion,70,4905,False,142,823,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,0,original,70,49,False,140,777,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,2,edge_deletion,106,4,False,207,795,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,2,original,106,4099,False,298,962,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,1,original,588,1298,False,252,970,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,1,edge_deletion,588,1274,False,239,1151,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,3,node_deletion,336,420,False,273,674,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,3,edge_deletion,336,360,False,280,815,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,4,edge_deletion,293,149,False,293,986,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,5,edge_deletion,237,3,False,196,1047,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,5,original,237,49150,False,199,1253,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,6,node_deletion,610,1000,False,257,556,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,6,original,610,280,False,388,1277,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,6,edge_deletion,610,76,False,256,894,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,4,original,293,529,False,901,1132,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,7,original,149,160,False,202,1098,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,8,original,907,009,False,176,461,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,8,edge_deletion,907,536,False,172,422,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,0,edge_deletion,70,18,False,142,1375,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,8,node_deletion,907,144,False,171,795,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,9,original,113,\frac{24!}{2^{12} \cdot (12!)^2},False,165,650,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,9,node_deletion,113,584,False,172,953,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,4,node_deletion,293,113,False,307,1232,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,7,node_deletion,149,6,False,214,1246,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,10,node_deletion,19,54,False,327,1046,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,9,edge_deletion,113,n-1,False,153,1214,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,10,original,19,60,False,371,1144,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,11,edge_deletion,248,036,False,228,897,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,11,original,248,36,False,249,1238,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,12,node_deletion,259,8,False,302,1180,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,7,edge_deletion,149,6,False,213,1352,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,12,original,259,2,False,311,1108,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,13,node_deletion,104,114,False,198,1231,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,13,edge_deletion,104,180,False,184,915,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,1,node_deletion,588,10,False,138,1146,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,15,original,117,167,False,166,1074,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,14,node_deletion,240,a + b + c,False,201,1176,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,14,edge_deletion,240,a + b + c,False,200,1197,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,15,node_deletion,117,1,False,178,723,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,15,edge_deletion,117,401,False,172,725,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,12,edge_deletion,259,9,False,321,1236,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,10,edge_deletion,19,36,False,334,1335,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,16,node_deletion,279,38295,False,184,442,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,16,original,279,1269,False,184,1092,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,14,original,240,188,False,189,1164,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,16,edge_deletion,279,38295,False,185,259,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,18,original,821,112,False,240,621,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,18,node_deletion,821,3,False,240,700,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,17,original,504,504,True,182,1035,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,18,edge_deletion,821,12,False,240,873,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,11,node_deletion,248,003,False,239,1054,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,19,edge_deletion,77,43,False,200,1085,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,19,node_deletion,77,23,False,211,1435,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,2,node_deletion,106,11,False,194,1374,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,21,original,81,119,False,365,846,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,21,node_deletion,81,12!,False,281,963,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,19,original,77,77,True,207,1128,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,20,original,62,26,False,204,1120,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,21,edge_deletion,81,121899810816,False,291,1019,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,22,edge_deletion,16,150,False,191,663,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,20,node_deletion,62,8,False,186,832,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,22,node_deletion,16,360,False,197,503,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,23,node_deletion,510,1878,False,206,1161,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,23,edge_deletion,510,5628,False,207,1113,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,17,node_deletion,504,288,False,172,1273,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,13,original,104,196,False,202,1047,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,24,original,204,655,False,186,530,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,24,node_deletion,204,4,False,181,822,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,24,edge_deletion,204,316,False,182,1019,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,25,edge_deletion,60,85,False,231,752,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,23,original,510,1878,False,220,1028,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,25,original,60,58,False,242,888,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,25,node_deletion,60,96,False,229,1051,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,22,original,16,16,True,220,1015,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,26,node_deletion,735,049,False,187,848,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,27,node_deletion,468,620,False,195,893,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,26,edge_deletion,735,163,False,185,969,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,27,original,468,468,True,209,1112,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,5,node_deletion,237,3,False,193,1185,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,27,edge_deletion,468,234,False,195,985,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,28,node_deletion,49,11,False,153,605,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,29,node_deletion,82,2,False,165,451,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,28,original,49,49,True,143,892,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,29,original,82,6,False,387,734,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,28,edge_deletion,49,49,False,140,994,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,26,original,735,628,False,184,1229,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,1,original,113,59,False,213,510,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,1,node_deletion,113,3,False,196,626,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,0,node_deletion,204,120,False,237,1110,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,29,edge_deletion,82,2466,False,155,1227,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,0,edge_deletion,204,108,False,239,1230,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,1,edge_deletion,113,AB,False,164,995,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,2,original,23,5,False,289,1392,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,2,node_deletion,23,3,False,299,1247,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,3,node_deletion,321,383,False,167,1083,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,3,edge_deletion,321,1,False,186,994,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,3,original,321,323,False,169,1221,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,4,original,371,133,False,183,965,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,4,node_deletion,371,65,False,173,461,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,0,original,204,204,True,240,1330,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,6,original,315,15,False,302,383,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,4,edge_deletion,371,37,False,174,879,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,6,edge_deletion,315,483,False,155,397,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,5,node_deletion,211,4,False,194,628,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,5,edge_deletion,211,4,False,198,638,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,6,node_deletion,315,\frac{\left\lfloor \frac{n}{2} \right\rfloor \left( \left\lfloor \frac{n}{2} \right\rfloor - 1 \right)}{2},False,143,734,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,2,edge_deletion,23,3,False,285,1118,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,7,node_deletion,236,477,False,171,803,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,7,edge_deletion,236,6,False,191,832,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,8,node_deletion,45,1,False,166,1240,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,9,original,33,109,False,263,1238,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,10,original,80,120,False,172,458,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,10,node_deletion,80,100,False,163,330,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,9,edge_deletion,33,3,False,265,1226,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,11,original,55,49,False,172,740,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,10,edge_deletion,80,1,False,158,941,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,8,edge_deletion,45,90,False,196,1004,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,12,node_deletion,104,14,False,183,757,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,11,edge_deletion,55,7,False,160,725,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,12,original,104,107,False,190,1337,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,11,node_deletion,55,7,False,159,687,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,12,edge_deletion,104,1,False,173,995,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,13,edge_deletion,699,1008,False,188,607,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,13,node_deletion,699,993,False,182,1319,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,8,original,45,2025,False,245,1208,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,14,original,127,29,False,535,893,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,14,node_deletion,127,3,False,260,1002,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,17,edge_deletion,504,2,False,162,1282,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,15,original,902,243,False,211,661,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,15,edge_deletion,902,2,False,192,561,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,15,node_deletion,902,1,False,187,1007,
nova-premier,us.amazon.nova-premier-v1:0,AIME24,14,edge_deletion,127,3,False,266,1230,
nova-premier,us.amazon.nova-premier-v1:0,AIME25,20,edge_deletion,62,58,False,201,1276,
